Barnaby,2013-09-21,65,55
Barnaby,2013-09-22,71,50
Barnaby,2013-09-23,79,57
Barnaby,2013-09-24,69,53
Barnaby,2013-09-25,63,51
Barnaby,2013-09-26,71,46
Barnaby,2013-09-27,79,54
Barnaby,2013-09-28,84,53
Barnaby,2013-09-29,71,55
Barnaby,2013-09-30,73,53
Barnaby,2013-10-01,69,50
Barnaby,2013-10-02,69,51
Barnaby,2013-10-03,71,48
Barnaby,2013-10-04,82,61
Barnaby,2013-10-05,87,61
Barnaby,2013-10-06,87,59
Barnaby,2013-10-07,83,52
Barnaby,2013-10-08,78,49
Barnaby,2013-10-09,69,47
Barnaby,2013-10-10,68,45
Barnaby,2013-10-11,68,42
Barnaby,2013-10-12,69,47
Barnaby,2013-10-13,74,46
Barnaby,2013-10-14,80,53
Barnaby,2013-10-15,84,56
Barnaby,2013-10-16,85,57
Barnaby,2013-10-17,82,53
Barnaby,2013-10-18,78,51
Barnaby,2013-10-19,86,54
Barnaby,2013-10-20,76,44
Barnaby,2013-10-21,71,41
Barnaby,2013-10-22,81,41
Barnaby,2013-10-23,70,40
Barnaby,2013-10-24,62,45
Barnaby,2013-10-25,67,46
Barnaby,2013-10-26,80,47
Barnaby,2013-10-27,59,44
Barnaby,2013-10-28,61,47
Barnaby,2013-10-29,65,46
Barnaby,2013-10-30,68,44
Barnaby,2013-10-31,75,50
Barnaby,2013-11-01,75,54
Barnaby,2013-11-02,67,46
Barnaby,2013-11-03,61,44
Barnaby,2013-11-04,67,42
Barnaby,2013-11-05,75,50
Barnaby,2013-11-06,73,53
Barnaby,2013-11-07,73,50
Barnaby,2013-11-08,72,46
Barnaby,2013-11-09,74,44
Barnaby,2013-11-10,65,46
Barnaby,2013-11-11,70,42
Barnaby,2013-11-12,72,53
Barnaby,2013-11-13,76,48
Barnaby,2013-11-14,61,45
Barnaby,2013-11-15,65,45
Barnaby,2013-11-16,62,44
Barnaby,2013-11-17,62,42
Barnaby,2013-11-18,56,43
Barnaby,2013-11-19,53,49
Barnaby,2013-11-20,56,47
Barnaby,2013-11-21,63,46
Barnaby,2013-11-22,73,52
Barnaby,2013-11-23,65,45
Barnaby,2013-11-24,66,43
Barnaby,2013-11-25,66,44
Barnaby,2013-11-26,61,47
Barnaby,2013-11-27,64,47
Barnaby,2013-11-28,72,51
Barnaby,2013-11-29,70,50
Barnaby,2013-11-30,72,50
Barnaby,2013-12-01,71,51
Barnaby,2013-12-02,59,47
Barnaby,2013-12-03,52,38
Barnaby,2013-12-04,53,34
Barnaby,2013-12-05,52,31
Barnaby,2013-12-06,51,33
Barnaby,2013-12-07,46,29
Barnaby,2013-12-08,46,29
Barnaby,2013-12-09,50,30
Barnaby,2013-12-10,54,34
Barnaby,2013-12-11,56,39
Barnaby,2013-12-12,60,41
Barnaby,2013-12-13,62,41
Barnaby,2013-12-14,61,44
Barnaby,2013-12-15,65,44
Barnaby,2013-12-16,67,49
Barnaby,2013-12-17,66,50
Barnaby,2013-12-18,63,45
Barnaby,2013-12-19,56,43
Barnaby,2013-12-20,63,41
Barnaby,2013-12-21,59,47
Barnaby,2013-12-22,69,48
Barnaby,2013-12-23,67,48
Barnaby,2013-12-24,74,50
Barnaby,2013-12-25,65,49
Barnaby,2013-12-26,68,49
Barnaby,2013-12-27,60,47
Barnaby,2013-12-28,66,44
Barnaby,2013-12-29,64,48
Barnaby,2013-12-30,66,44
Barnaby,2013-12-31,66,39
Barnaby,2014-01-01,70,46
Barnaby,2014-01-02,69,49
Barnaby,2014-01-03,73,48
Barnaby,2014-01-04,71,48
Barnaby,2014-01-05,67,47
Barnaby,2014-01-06,59,50
Barnaby,2014-01-07,65,47
Barnaby,2014-01-08,55,47
Barnaby,2014-01-09,56,47
Barnaby,2014-01-10,66,47
Barnaby,2014-01-11,52,48
Barnaby,2014-01-12,59,43
Barnaby,2014-01-13,66,46
Barnaby,2014-01-14,74,48
Barnaby,2014-01-15,71,51
Barnaby,2014-01-16,74,54
Barnaby,2014-01-17,70,52
Barnaby,2014-01-18,75,53
Barnaby,2014-01-19,68,50
Barnaby,2014-01-20,74,52
Barnaby,2014-01-21,76,51
Barnaby,2014-01-22,77,47
Barnaby,2014-01-23,69,49
Barnaby,2014-01-24,72,51
Barnaby,2014-01-25,76,50
Barnaby,2014-01-26,76,45
Barnaby,2014-01-27,63,41
Barnaby,2014-01-28,62,50
Barnaby,2014-01-29,57,50
Barnaby,2014-01-30,58,46
Barnaby,2014-01-31,57,42
Barnaby,2014-02-01,59,39
Barnaby,2014-02-02,43,40
Barnaby,2014-02-03,51,36
Barnaby,2014-02-04,55,37
Barnaby,2014-02-05,53,37
Barnaby,2014-02-06,48,43
Barnaby,2014-02-07,49,48
Barnaby,2014-02-10,56,49
Barnaby,2014-02-11,59,45
Barnaby,2014-02-12,60,43
Barnaby,2014-02-13,68,49
Barnaby,2014-02-14,63,53
Barnaby,2014-02-15,54,50
Barnaby,2014-02-16,63,44
Barnaby,2014-02-17,58,42
Barnaby,2014-02-18,60,45
Barnaby,2014-02-19,62,44
Barnaby,2014-02-20,69,42
Barnaby,2014-02-21,72,46
Barnaby,2014-02-22,68,45
Barnaby,2014-02-23,68,40
Barnaby,2014-02-24,75,47
Barnaby,2014-02-25,61,45
Barnaby,2014-02-26,54,51
Barnaby,2014-02-27,59,51
Barnaby,2014-02-28,53,50
Barnaby,2014-03-01,63,49
Barnaby,2014-03-02,57,51
Barnaby,2014-03-03,53,51
Barnaby,2014-03-04,59,52
Barnaby,2014-03-05,61,53
Barnaby,2014-03-06,62,48
Barnaby,2014-03-07,64,45
Barnaby,2014-03-08,74,46
Barnaby,2014-03-09,68,53
Barnaby,2014-03-10,64,49
Barnaby,2014-03-11,73,48
Barnaby,2014-03-12,73,54
Barnaby,2014-03-13,76,48
Barnaby,2014-03-14,72,47
Barnaby,2014-03-15,79,49
Barnaby,2014-03-16,74,48
Barnaby,2014-03-17,63,45
Barnaby,2014-03-18,71,46
Barnaby,2014-03-19,74,49
Barnaby,2014-03-20,72,44
Barnaby,2014-03-21,67,38
Barnaby,2014-03-22,68,41
Barnaby,2014-03-23,70,43
Barnaby,2014-03-24,73,45
Barnaby,2014-03-25,58,43
Barnaby,2014-03-26,58,49
Barnaby,2014-03-27,59,48
Barnaby,2014-03-28,60,53
Barnaby,2014-03-29,54,48
Barnaby,2014-03-30,57,43
Barnaby,2014-03-31,51,44
Barnaby,2014-04-01,54,43
Barnaby,2014-04-02,58,42
Barnaby,2014-04-03,62,43
Barnaby,2014-04-04,53,47
Barnaby,2014-04-05,60,45
Barnaby,2014-04-06,75,47
Barnaby,2014-04-07,83,57
Barnaby,2014-04-08,82,49
Barnaby,2014-04-09,71,44
Barnaby,2014-04-10,80,43
Barnaby,2014-04-11,69,45
Barnaby,2014-04-12,64,48
Barnaby,2014-04-13,69,48
Barnaby,2014-04-14,75,48
Barnaby,2014-04-15,69,46
Barnaby,2014-04-16,73,47
Barnaby,2014-04-17,65,48
Barnaby,2014-04-18,67,44
Barnaby,2014-04-19,63,46
Barnaby,2014-04-20,77,48
Barnaby,2014-04-21,69,46
Barnaby,2014-04-22,56,46
Barnaby,2014-04-23,59,45
Barnaby,2014-04-24,64,51
Barnaby,2014-04-25,54,45
Barnaby,2014-04-26,56,43
Barnaby,2014-04-27,60,47
Barnaby,2014-04-28,68,46
Barnaby,2014-04-29,84,56
Barnaby,2014-04-30,88,63
Barnaby,2014-05-01,90,61
Barnaby,2014-05-02,78,50
Barnaby,2014-05-03,63,49
Barnaby,2014-05-04,62,51
Barnaby,2014-05-05,61,48
Barnaby,2014-05-06,63,46
Barnaby,2014-05-07,63,44
Barnaby,2014-05-08,58,48
Barnaby,2014-05-09,60,48
Barnaby,2014-05-10,60,47
Barnaby,2014-05-11,71,47
Barnaby,2014-05-12,84,55
Barnaby,2014-05-13,94,62
Barnaby,2014-05-14,92,64
Barnaby,2014-05-15,83,49
Barnaby,2014-05-16,70,49
Barnaby,2014-05-17,62,50
Barnaby,2014-05-18,63,51
Barnaby,2014-05-19,64,50
Barnaby,2014-05-20,71,50
Barnaby,2014-05-21,76,49
Barnaby,2014-05-22,75,49
Barnaby,2014-05-23,77,50
Barnaby,2014-05-24,70,50
Barnaby,2014-05-25,73,50
Barnaby,2014-05-26,73,49
Barnaby,2014-05-27,67,47
Barnaby,2014-05-28,67,48
Barnaby,2014-05-29,80,46
Barnaby,2014-05-30,65,44
Barnaby,2014-05-31,77,46
Barnaby,2014-06-01,78,44
Barnaby,2014-06-02,61,46
Barnaby,2014-06-03,72,47
Barnaby,2014-06-04,85,47
Barnaby,2014-06-05,80,46
Barnaby,2014-06-06,74,48
Barnaby,2014-06-07,84,46
Barnaby,2014-06-08,94,55
Barnaby,2014-06-09,91,59
Barnaby,2014-06-10,78,53
Barnaby,2014-06-11,64,49
Barnaby,2014-06-12,66,49
Barnaby,2014-06-13,72,49
Barnaby,2014-06-14,84,49
Barnaby,2014-06-15,73,48
Barnaby,2014-06-16,62,48
Barnaby,2014-06-17,75,45
Barnaby,2014-06-18,85,48
Barnaby,2014-06-19,81,46
Barnaby,2014-06-20,74,50
Barnaby,2014-06-21,69,49
Barnaby,2014-06-22,74,47
Barnaby,2014-06-23,75,47
Barnaby,2014-06-24,66,53
Barnaby,2014-06-25,65,52
Barnaby,2014-06-26,70,54
Barnaby,2014-06-27,72,54
Barnaby,2014-06-28,74,52
Barnaby,2014-06-29,84,52
Barnaby,2014-06-30,96,60
Barnaby,2014-07-01,73,52
Barnaby,2014-07-02,81,53
Barnaby,2014-07-03,82,50
Barnaby,2014-07-04,80,48
Barnaby,2014-07-05,86,48
Barnaby,2014-07-06,83,45
Berkeley,2013-07-06,71,53
Berkeley,2013-07-07,70,53
Berkeley,2013-07-08,71,54
Berkeley,2013-07-09,84,51
Berkeley,2013-07-10,76,51
Berkeley,2013-07-11,72,54
Berkeley,2013-07-12,68,53
Berkeley,2013-07-13,69,49
Berkeley,2013-07-14,72,51
Berkeley,2013-07-15,69,50
Berkeley,2013-07-16,65,52
Berkeley,2013-07-17,70,54
Berkeley,2013-07-18,72,53
Berkeley,2013-07-19,71,52
Berkeley,2013-07-20,73,52
Berkeley,2013-07-21,73,52
Berkeley,2013-07-22,68,53
Berkeley,2013-07-23,69,55
Berkeley,2013-07-24,72,52
Berkeley,2013-07-25,75,51
Berkeley,2013-07-26,72,52
Berkeley,2013-07-27,71,53
Berkeley,2013-07-28,65,53
Berkeley,2013-07-29,63,53
Berkeley,2013-07-30,75,54
Berkeley,2013-07-31,68,51
Berkeley,2013-08-01,71,53
Berkeley,2013-08-02,72,53
Berkeley,2013-08-03,73,53
Berkeley,2013-08-04,70,52
Berkeley,2013-08-05,68,52
Berkeley,2013-08-06,67,52
Berkeley,2013-08-07,70,54
Berkeley,2013-08-08,69,55
Berkeley,2013-08-09,72,52
Berkeley,2013-08-10,70,54
Berkeley,2013-08-11,71,53
Berkeley,2013-08-12,71,54
Berkeley,2013-08-13,74,52
Berkeley,2013-08-14,80,54
Berkeley,2013-08-15,77,59
Berkeley,2013-08-16,80,58
Berkeley,2013-08-17,79,56
Berkeley,2013-08-18,78,56
Berkeley,2013-08-19,81,52
Berkeley,2013-08-20,76,56
Berkeley,2013-08-21,70,55
Berkeley,2013-08-22,72,54
Berkeley,2013-08-23,71,54
Berkeley,2013-08-24,73,55
Berkeley,2013-08-25,77,59
Berkeley,2013-08-26,79,57
Berkeley,2013-08-27,76,53
Berkeley,2013-08-28,77,57
Berkeley,2013-08-29,78,59
Berkeley,2013-08-30,77,58
Berkeley,2013-08-31,83,55
Berkeley,2013-09-01,76,56
Berkeley,2013-09-02,75,60
Berkeley,2013-09-03,77,56
Berkeley,2013-09-04,77,56
Berkeley,2013-09-05,80,55
Berkeley,2013-09-06,82,54
Berkeley,2013-09-07,91,61
Berkeley,2013-09-08,89,55
Berkeley,2013-09-09,78,52
Berkeley,2013-09-10,79,56
Berkeley,2013-09-11,73,58
Berkeley,2013-09-12,75,58
Berkeley,2013-09-13,75,55
Berkeley,2013-09-14,77,53
Berkeley,2013-09-15,75,53
Berkeley,2013-09-16,76,58
Berkeley,2013-09-17,80,55
Berkeley,2013-09-18,77,53
Berkeley,2013-09-19,79,51
Berkeley,2013-09-20,82,51
Berkeley,2013-09-21,73,59
Berkeley,2013-09-22,67,50
Berkeley,2013-09-23,72,53
Berkeley,2013-09-24,80,54
Berkeley,2013-09-25,76,50
Berkeley,2013-09-26,73,48
Berkeley,2013-09-27,75,52
Berkeley,2013-09-28,79,51
Berkeley,2013-09-29,83,55
Berkeley,2013-09-30,75,60
Berkeley,2013-10-01,74,50
Berkeley,2013-10-02,73,51
Berkeley,2013-10-03,75,48
Berkeley,2013-10-04,75,56
Berkeley,2013-10-05,82,58
Berkeley,2013-10-06,87,54
Berkeley,2013-10-07,87,55
Berkeley,2013-10-08,80,49
Berkeley,2013-10-09,72,48
Berkeley,2013-10-10,69,50
Berkeley,2013-10-11,66,48
Berkeley,2013-10-12,64,45
Berkeley,2013-10-13,66,47
Berkeley,2013-10-14,72,48
Berkeley,2013-10-15,81,51
Berkeley,2013-10-16,83,53
Berkeley,2013-10-17,83,52
Berkeley,2013-10-18,83,47
Berkeley,2013-10-19,72,46
Berkeley,2013-10-20,79,45
Berkeley,2013-10-21,68,47
Berkeley,2013-10-22,66,47
Berkeley,2013-10-23,68,48
Berkeley,2013-10-24,65,48
Berkeley,2013-10-25,62,46
Berkeley,2013-10-26,68,46
Berkeley,2013-10-27,73,47
Berkeley,2013-10-28,59,45
Berkeley,2013-10-29,65,49
Berkeley,2013-10-30,63,45
Berkeley,2013-10-31,67,45
Berkeley,2013-11-01,72,49
Berkeley,2013-11-02,80,49
Berkeley,2013-11-03,69,45
Berkeley,2013-11-04,66,43
Berkeley,2013-11-05,72,48
Berkeley,2013-11-06,75,48
Berkeley,2013-11-07,75,51
Berkeley,2013-11-08,74,46
Berkeley,2013-11-09,72,46
Berkeley,2013-11-10,73,48
Berkeley,2013-11-11,65,47
Berkeley,2013-11-12,64,53
Berkeley,2013-11-13,71,49
Berkeley,2013-11-14,72,50
Berkeley,2013-11-15,64,44
Berkeley,2013-11-16,65,46
Berkeley,2013-11-17,65,48
Berkeley,2013-11-18,64,44
Berkeley,2013-11-19,60,50
Berkeley,2013-11-20,60,54
Berkeley,2013-11-21,59,47
Berkeley,2013-11-22,64,51
Berkeley,2013-11-23,70,49
Berkeley,2013-11-24,68,43
Berkeley,2013-11-25,63,42
Berkeley,2013-11-26,67,45
Berkeley,2013-11-27,65,45
Berkeley,2013-11-28,69,49
Berkeley,2013-11-29,70,46
Berkeley,2013-11-30,68,44
Berkeley,2013-12-01,64,46
Berkeley,2013-12-02,69,43
Berkeley,2013-12-03,63,47
Berkeley,2013-12-04,54,36
Berkeley,2013-12-05,53,32
Berkeley,2013-12-06,52,35
Berkeley,2013-12-07,52,35
Berkeley,2013-12-08,49,31
Berkeley,2013-12-09,45,30
Berkeley,2013-12-10,50,34
Berkeley,2013-12-11,55,37
Berkeley,2013-12-12,59,38
Berkeley,2013-12-13,60,39
Berkeley,2013-12-14,58,40
Berkeley,2013-12-15,63,40
Berkeley,2013-12-16,66,46
Berkeley,2013-12-17,68,46
Berkeley,2013-12-18,65,44
Berkeley,2013-12-19,57,41
Berkeley,2013-12-20,61,38
Berkeley,2013-12-21,60,43
Berkeley,2013-12-22,62,43
Berkeley,2013-12-23,66,44
Berkeley,2013-12-24,63,44
Berkeley,2013-12-25,65,47
Berkeley,2013-12-26,67,43
Berkeley,2013-12-27,66,43
Berkeley,2013-12-28,62,40
Berkeley,2013-12-29,62,45
Berkeley,2013-12-30,67,42
Berkeley,2013-12-31,62,41
Berkeley,2014-01-01,59,40
Berkeley,2014-01-02,63,42
Berkeley,2014-01-03,67,44
Berkeley,2014-01-04,64,41
Berkeley,2014-01-05,66,47
Berkeley,2014-01-06,68,45
Berkeley,2014-01-07,62,45
Berkeley,2014-01-08,62,48
Berkeley,2014-01-09,68,46
Berkeley,2014-01-10,62,44
Berkeley,2014-01-11,61,45
Berkeley,2014-01-12,56,42
Berkeley,2014-01-13,60,45
Berkeley,2014-01-14,70,49
Berkeley,2014-01-15,69,51
Berkeley,2014-01-16,74,51
Berkeley,2014-01-17,76,46
Berkeley,2014-01-18,75,45
Berkeley,2014-01-19,73,44
Berkeley,2014-01-20,73,44
Berkeley,2014-01-21,72,44
Berkeley,2014-01-22,72,44
Berkeley,2014-01-23,72,43
Berkeley,2014-01-24,69,45
Berkeley,2014-01-25,69,46
Berkeley,2014-01-26,73,48
Berkeley,2014-01-27,70,46
Berkeley,2014-01-28,63,48
Berkeley,2014-01-29,67,54
Berkeley,2014-01-30,60,48
Berkeley,2014-01-31,63,43
Berkeley,2014-02-01,63,40
Berkeley,2014-02-02,61,42
Berkeley,2014-02-03,51,38
Berkeley,2014-02-04,58,38
Berkeley,2014-02-05,56,37
Berkeley,2014-02-06,56,44
Berkeley,2014-02-07,52,46
Berkeley,2014-02-08,55,50
Berkeley,2014-02-09,57,53
Berkeley,2014-02-10,57,51
Berkeley,2014-02-11,57,46
Berkeley,2014-02-12,59,45
Berkeley,2014-02-13,60,49
Berkeley,2014-02-14,68,52
Berkeley,2014-02-15,64,50
Berkeley,2014-02-16,59,44
Berkeley,2014-02-17,65,42
Berkeley,2014-02-18,63,46
Berkeley,2014-02-19,64,49
Berkeley,2014-02-20,66,44
Berkeley,2014-02-21,71,45
Berkeley,2014-02-22,71,44
Berkeley,2014-02-23,70,46
Berkeley,2014-02-24,69,45
Berkeley,2014-02-25,73,48
Berkeley,2014-02-26,62,50
Berkeley,2014-02-27,60,51
Berkeley,2014-02-28,65,52
Berkeley,2014-03-01,59,51
Berkeley,2014-03-02,69,50
Berkeley,2014-03-03,57,49
Berkeley,2014-03-04,60,52
Berkeley,2014-03-05,64,52
Berkeley,2014-03-06,67,50
Berkeley,2014-03-07,64,45
Berkeley,2014-03-08,68,46
Berkeley,2014-03-09,71,55
Berkeley,2014-03-10,72,51
Berkeley,2014-03-11,71,47
Berkeley,2014-03-12,72,53
Berkeley,2014-03-13,76,50
Berkeley,2014-03-14,76,49
Berkeley,2014-03-15,71,49
Berkeley,2014-03-16,78,47
Berkeley,2014-03-17,74,48
Berkeley,2014-03-18,71,45
Berkeley,2014-03-19,72,46
Berkeley,2014-03-20,77,49
Berkeley,2014-03-21,70,46
Berkeley,2014-03-22,64,45
Berkeley,2014-03-23,65,46
Berkeley,2014-03-24,65,44
Berkeley,2014-03-25,72,46
Berkeley,2014-03-26,61,48
Berkeley,2014-03-27,61,48
Berkeley,2014-03-28,63,52
Berkeley,2014-03-29,71,53
Berkeley,2014-03-30,57,44
Berkeley,2014-03-31,62,45
Berkeley,2014-04-01,54,44
Berkeley,2014-04-02,56,41
Berkeley,2014-04-03,63,45
Berkeley,2014-04-04,64,47
Berkeley,2014-04-05,60,44
Berkeley,2014-04-06,67,47
Berkeley,2014-04-07,75,53
Berkeley,2014-04-08,82,53
Berkeley,2014-04-09,78,49
Berkeley,2014-04-10,67,48
Berkeley,2014-04-11,73,49
Berkeley,2014-04-12,62,51
Berkeley,2014-04-13,63,50
Berkeley,2014-04-14,71,49
Berkeley,2014-04-15,68,50
Berkeley,2014-04-16,69,49
Berkeley,2014-04-17,74,49
Berkeley,2014-04-18,70,49
Berkeley,2014-04-19,66,47
Berkeley,2014-04-20,66,48
Berkeley,2014-04-21,78,48
Berkeley,2014-04-22,66,48
Berkeley,2014-04-23,67,43
Berkeley,2014-04-24,69,49
Berkeley,2014-04-25,66,50
Berkeley,2014-04-26,54,41
Berkeley,2014-04-27,63,48
Berkeley,2014-04-28,65,45
Berkeley,2014-04-29,71,52
Berkeley,2014-04-30,84,58
Berkeley,2014-05-01,91,59
Berkeley,2014-05-02,86,50
Berkeley,2014-05-03,73,52
Berkeley,2014-05-04,68,51
Berkeley,2014-05-05,66,51
Berkeley,2014-05-06,66,47
Berkeley,2014-05-07,70,48
Berkeley,2014-05-08,67,53
Berkeley,2014-05-09,61,53
Berkeley,2014-05-10,69,46
Berkeley,2014-05-11,69,53
Berkeley,2014-05-12,81,51
Berkeley,2014-05-13,83,57
Berkeley,2014-05-14,91,60
Berkeley,2014-05-15,90,60
Berkeley,2014-05-16,83,50
Berkeley,2014-05-17,77,53
Berkeley,2014-05-18,67,53
Berkeley,2014-05-19,71,51
Berkeley,2014-05-20,66,50
Berkeley,2014-05-21,68,53
Berkeley,2014-05-22,71,52
Berkeley,2014-05-23,68,51
Berkeley,2014-05-24,68,53
Berkeley,2014-05-25,70,53
Berkeley,2014-05-26,79,52
Berkeley,2014-05-27,81,50
Berkeley,2014-05-28,76,49
Berkeley,2014-05-29,78,53
Berkeley,2014-05-30,77,50
Berkeley,2014-05-31,63,52
Big Rock,2013-07-06,77,49
Big Rock,2013-07-07,84,48
Big Rock,2013-07-08,82,49
Big Rock,2013-07-09,90,51
Big Rock,2013-07-10,86,49
Big Rock,2013-07-11,75,47
Big Rock,2013-07-12,79,49
Big Rock,2013-07-13,84,51
Big Rock,2013-07-14,80,48
Big Rock,2013-07-15,70,47
Big Rock,2013-07-16,61,50
Big Rock,2013-07-17,79,53
Big Rock,2013-07-18,85,48
Big Rock,2013-07-19,89,50
Big Rock,2013-07-20,86,49
Big Rock,2013-07-21,86,50
Big Rock,2013-07-22,82,56
Big Rock,2013-07-23,78,59
Big Rock,2013-07-24,83,60
Big Rock,2013-07-25,80,54
Big Rock,2013-07-26,85,50
Big Rock,2013-07-27,82,50
Big Rock,2013-07-28,78,50
Big Rock,2013-07-29,69,50
Big Rock,2013-07-30,77,50
Big Rock,2013-07-31,72,49
Big Rock,2013-08-01,68,51
Big Rock,2013-08-02,82,54
Big Rock,2013-08-03,81,48
Big Rock,2013-08-04,77,49
Big Rock,2013-08-05,78,49
Big Rock,2013-08-06,66,49
Big Rock,2013-08-07,64,52
Big Rock,2013-08-08,69,50
Big Rock,2013-08-09,69,49
Big Rock,2013-08-10,72,52
Big Rock,2013-08-11,75,51
Big Rock,2013-08-12,80,50
Big Rock,2013-08-13,85,53
Big Rock,2013-08-14,77,57
Big Rock,2013-08-15,77,58
Big Rock,2013-08-16,80,62
Big Rock,2013-08-17,78,59
Big Rock,2013-08-18,92,57
Big Rock,2013-08-19,92,59
Big Rock,2013-08-20,83,55
Big Rock,2013-08-21,79,53
Big Rock,2013-08-22,71,51
Big Rock,2013-08-23,78,52
Big Rock,2013-08-24,72,53
Big Rock,2013-08-25,80,57
Big Rock,2013-08-26,71,55
Big Rock,2013-08-27,79,58
Big Rock,2013-08-28,75,55
Big Rock,2013-08-29,76,57
Big Rock,2013-08-30,88,63
Big Rock,2013-08-31,72,56
Big Rock,2013-09-01,75,54
Big Rock,2013-09-02,74,59
Big Rock,2013-09-03,70,56
Big Rock,2013-09-04,70,56
Big Rock,2013-09-05,70,55
Big Rock,2013-09-06,86,59
Big Rock,2013-09-07,93,72
Big Rock,2013-09-08,93,60
Big Rock,2013-09-09,96,65
Big Rock,2013-09-10,75,55
Big Rock,2013-09-11,68,58
Big Rock,2013-09-12,78,54
Big Rock,2013-09-13,76,53
Big Rock,2013-09-14,66,51
Big Rock,2013-09-15,72,53
Big Rock,2013-09-16,79,55
Big Rock,2013-09-17,64,54
Big Rock,2013-09-18,78,60
Big Rock,2013-09-19,85,63
Big Rock,2013-09-20,70,52
Big Rock,2013-09-21,62,55
Big Rock,2013-09-22,69,52
Big Rock,2013-09-23,81,59
Big Rock,2013-09-24,66,54
Big Rock,2013-09-25,62,53
Big Rock,2013-09-26,70,52
Big Rock,2013-09-27,74,60
Big Rock,2013-09-28,80,56
Big Rock,2013-09-29,69,55
Big Rock,2013-09-30,72,54
Big Rock,2013-10-01,71,50
Big Rock,2013-10-02,70,56
Big Rock,2013-10-03,72,53
Big Rock,2013-10-04,75,61
Big Rock,2013-10-05,78,63
Big Rock,2013-10-06,79,64
Big Rock,2013-10-07,79,61
Big Rock,2013-10-08,76,50
Big Rock,2013-10-09,67,47
Big Rock,2013-10-10,68,54
Big Rock,2013-10-11,68,45
Big Rock,2013-10-12,69,49
Big Rock,2013-10-13,73,52
Big Rock,2013-10-14,74,60
Big Rock,2013-10-15,77,63
Big Rock,2013-10-16,76,62
Big Rock,2013-10-17,80,63
Big Rock,2013-10-18,77,60
Big Rock,2013-10-19,79,62
Big Rock,2013-10-20,79,59
Big Rock,2013-10-21,74,46
Big Rock,2013-10-22,75,52
Big Rock,2013-10-23,75,45
Big Rock,2013-10-24,60,44
Big Rock,2013-10-25,71,48
Big Rock,2013-10-26,79,56
Big Rock,2013-10-27,65,44
Big Rock,2013-10-28,59,45
Big Rock,2013-10-29,59,47
Big Rock,2013-10-30,62,47
Big Rock,2013-10-31,70,53
Big Rock,2013-11-01,67,54
Big Rock,2013-11-02,70,52
Big Rock,2013-11-03,61,49
Big Rock,2013-11-04,69,48
Big Rock,2013-11-05,69,57
Big Rock,2013-11-06,64,57
Big Rock,2013-11-07,72,54
Big Rock,2013-11-08,73,48
Big Rock,2013-11-09,67,50
Big Rock,2013-11-10,65,49
Big Rock,2013-11-11,62,45
